Time (s),valve_states (),pressure[0] (psi),pressure[1] (psi),pressure[2] (psi),pressure[3] (psi),pressure[4] (psi),pressure[5] (psi),pressure[6] (psi),pressure[7] (psi),pressure[8] (psi),pressure[9] (psi),pressure[10] (psi),pressure[11] (psi),pressure[12] (psi),pressure[13] (psi),pressure[14] (psi),pressure[15] (psi),samplerate (Hz),motor_setpoint[0] (degrees),motor_setpoint[1] (degrees),main_cycle_time (microseconds),motor_cycle_time (microseconds),adc_cycle_time (microseconds),telemetry_cycle_time (microseconds),ebatt (Volts),ibus (Amps),telemetry_rate (Hz),motor_control_gain[0] (),motor_control_gain[1] (),motor_control_gain[2] (),motor_position[0] (),motor_position[1] (),motor_pwm[0] (),motor_pwm[1] (),count1 (),count2 (),count3 (),STATE (),load[0] (lbs),load[1] (lbs),load[2] (lbs),load[3] (lbs),thrust_load (lbs),thermocouple[0] (degC),thermocouple[1] (degC),thermocouple[2] (degC),thermocouple[3] (degC),ivlv[0] (Amps),ivlv[1] (Amps),ivlv[2] (Amps),ivlv[3] (Amps),ivlv[4] (Amps),ivlv[5] (Amps),ivlv[6] (Amps),ivlv[7] (Amps),ivlv[15] (Amps),evlv[0] (Volts),evlv[1] (Volts),evlv[2] (Volts),evlv[3] (Volts),evlv[4] (Volts),evlv[5] (Volts),evlv[6] (Volts),evlv[7] (Volts),evlv[8] (Volts),evlv[9] (Volts),evlv[10] (Volts),evlv[11] (Volts),evlv[12] (Volts),evlv[13] (Volts),evlv[14] (Volts),evlv[15] (Volts),LOG_TO_AUTO (),auto_states ()
159.1904397,128,0,266,432,331,449,393,-199,-199,597,891,397,878,-310,-310,-310,-310,100,90,90,4,9947,9912,9911,12.507,4.76,100,2000,30,0,90.798,90.545,-7341,6765,0,189,-188,4,118.5,126,124.5,162,531,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.17,0.09,0.03,0,0.01,0,0,0.03,0.07,0.05,12.17,0.18,6.18,6.14,6.15,6.13,6.16,6.97,5.39,-1,1
159.1992683,128,0,264,433,333,449,393,-199,-199,597,890,397,878,-310,-310,-310,-310,100,90,90,4,9948,9910,9912,12.513,4.1,100,2000,30,0,90.957,90.902,-7688,7506,0,190,356,4,117,142,79,143.5,481.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.19,0.09,0.03,0,0.01,0.01,0,0.03,0.07,0.05,12.17,0.18,6.19,6.15,6.15,6.13,6.17,6.97,5.24,-1,1
159.2077312,128,100,263,432,332,447,393,-198,-199,597,889,393,878,-310,-310,-310,-310,100,90,90,2,9946,9912,9912,12.513,3.74,100,2000,30,0,90.957,90.902,-7716,7533,0,190,0,4,128,108,142.5,133.5,512,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.15,0.09,0.03,0,0.01,0,0,0.03,0.07,0.06,12.23,0.18,6.19,6.15,6.15,6.13,6.17,6.97,5.42,-1,1
159.2238566,128,90,257,431,331,447,393,-199,-199,596,890,393,878,-310,-310,-310,-310,100,90,90,2,9946,9913,9911,12.517,3.26,100,2000,30,0,90.873,90.818,-7574,7389,0,191,-84,4,111,98,126,147.5,482.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.19,0.09,0.03,0,0.01,0.01,0,0.03,0.07,0.05,12.15,0.18,6.19,6.15,6.15,6.14,6.17,6.97,5.49,-1,1
159.2319296,128,41,255,432,324,446,391,-199,-199,593,889,393,878,-310,-310,-310,-310,100,90,90,3,9946,9913,9912,12.513,2.68,100,2000,30,0,90.873,90.818,-7600,7414,0,192,0,4,132,132,164,192.5,620.5,1023,2047,2047,2047,0.02,0.02,0.04,0.05,0.06,0.07,0.23,0.09,0.04,0,0.01,0,0,0.03,0.06,0.04,12.16,0.18,6.2,6.15,6.16,6.14,6.18,6.98,5.61,-1,1
159.2392572,128,0,242,432,319,445,390,-198,-199,597,890,393,878,-310,-310,-310,-310,100,90,90,5,9949,9910,9912,12.507,2.09,100,2000,30,0,90.957,90.902,-7797,7609,0,193,84,4,109.5,157.5,102.5,123,492.5,1023,2047,2047,2047,0.03,0.03,0.04,0.04,0.05,0.07,0.21,0.09,0.03,0,0.01,0,0,0.03,0.06,0.05,12.16,0.19,6.2,6.16,6.16,6.12,6.15,6.96,5.58,-1,1
159.255383,128,0,258,429,325,443,389,-199,-199,598,891,389,878,-310,-310,-310,-310,100,90,90,5,9947,9912,9912,12.448,6.17,100,2000,30,0,90.863,90.922,-7636,7677,0,194,20,4,163.5,135.5,157,141,597,1023,2047,2047,2047,0.02,0.02,0.04,0.05,0.06,0.07,0.18,0.09,0.04,0,0.01,0,0,0.03,0.06,0.05,12.17,0.18,6.18,6.14,6.15,6.12,6.16,6.97,5.6,-1,1
159.2581969,128,0,242,429,322,443,388,-199,-199,597,889,389,878,-310,-310,-310,-310,100,90,90,4,9946,9912,9911,12.425,4.83,100,2000,30,0,90.825,91.088,-7585,8042,1,195,165,4,146,106.5,142,155,549.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.17,0.09,0.03,0,0.01,0,0,0.03,0.07,0.06,12.17,0.18,6.19,6.14,6.15,6.13,6.17,6.97,5.59,-1,1
159.2713165,128,0,246,426,320,441,388,-198,-199,597,891,390,877,-310,-310,-310,-310,100,90,90,4,9947,9912,9913,12.438,3.64,100,2000,30,0,90.244,90.224,-6430,6320,0,195,-863,4,140,80,161.5,140,521.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.19,0.09,0.03,0,0.01,0,0,0.03,0.07,0.05,12.18,0.18,6.19,6.15,6.16,6.14,6.17,6.98,5.52,-1,1
159.2885363,128,0,232,425,320,441,386,-199,-199,597,890,389,878,-310,-310,-310,-310,100,90,90,4,9946,9912,9912,12.425,2.92,100,2000,30,0,89.981,90.075,-5904,6025,0,195,-148,4,105,103.5,122.5,168.5,499.5,1023,2047,2047,2047,0.02,0.02,0.04,0.05,0.06,0.07,0.2,0.09,0.03,0,0.01,0,0,0.03,0.07,0.05,12.19,0.18,6.2,6.15,6.16,6.14,6.18,6.98,5.44,-1,1
159.2922018,128,23,245,423,317,439,386,-199,-199,597,890,386,877,-310,-310,-310,-310,100,90,90,4,9947,9912,9912,12.425,2.16,100,2000,30,0,89.887,90.179,-5711,6239,0,195,104,4,94,85,131.5,143.5,454,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.06,0.17,0.09,0.03,0,0.01,0,0,0.03,0.07,0.05,12.2,0.18,6.2,6.16,6.17,6.15,6.19,6.99,5.48,-1,1
159.3039889,128,0,241,423,318,438,385,-198,-199,600,889,384,878,-310,-310,-310,-310,100,90,90,5,9947,9912,9912,12.428,1.1,100,2000,30,0,90.066,90.075,-6071,6033,0,196,-104,4,122,104,163.5,165,554.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.19,0.09,0.03,0,0.01,0,0,0.03,0.07,0.05,12.2,0.18,6.21,6.17,6.17,6.16,6.19,6.99,5.55,-1,1
159.3205146,128,0,231,423,311,437,384,-199,-199,597,890,387,878,-310,-310,-310,-310,100,90,90,3,9946,9912,9912,12.369,0,100,2000,30,0,90.13,90.284,-6204,6459,0,196,208,4,123,90.5,152.5,153,519,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.17,0.09,0.03,0,0.01,0,0,0.03,0.07,0.05,12.2,0.18,6.22,6.17,6.18,6.15,6.19,7,5.61,-1,1
159.3247522,128,0,239,421,318,436,382,-199,-199,597,891,386,878,-310,-310,-310,-310,100,90,90,2,9948,9912,9910,12.392,0,100,2000,30,0,90.11,90.493,-6168,6892,0,196,209,4,114,110,108,138,470,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.17,0.09,0.03,0,0.01,0,0,0.03,0.07,0.05,12.2,0.18,6.21,6.17,6.18,6.15,6.19,6.99,5.16,-1,1
159.3352747,128,0,232,421,315,435,382,-199,-199,597,889,383,878,-310,-310,-310,-310,100,90,90,3,9946,9912,9912,12.412,0,100,2000,30,0,89.529,89.797,-4990,5493,0,196,-696,4,131.5,113.5,126.5,119,490.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.19,0.09,0.03,0,0.01,0,0,0.03,0.06,0.05,12.2,0.18,6.22,6.17,6.18,6.15,6.19,6.99,4.94,-1,1
159.3512879,128,0,233,421,317,433,382,-198,-199,596,890,380,878,-310,-310,-310,-310,100,90,90,5,9946,9912,9911,12.362,0,100,2000,30,0,89.075,89.433,-4055,4749,0,196,-363,4,153,135.5,128,137.5,554,1023,2047,2047,2047,0.02,0.02,0.04,0.05,0.06,0.07,0.21,0.09,0.03,0.01,0.01,0,0,0.03,0.07,0.05,12.2,0.18,6.21,6.17,6.18,6.15,6.19,7,4.98,-1,1
159.3580919,128,0,237,420,315,433,380,-199,-199,597,889,380,878,-310,-310,-310,-310,100,90,90,4,9949,9912,9913,12.33,0,100,2000,30,0,88.789,89.322,-3447,4507,0,195,-110,4,146.5,119.5,107.5,109,482.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.2,0.09,0.03,0.01,0.01,0,0,0.03,0.07,0.05,12.2,0.18,6.22,6.17,6.18,6.16,6.2,7,4.93,-1,1
159.3672768,128,0,213,416,303,431,378,-199,-199,597,889,381,877,-310,-310,-310,-310,100,90,90,2,9946,9912,9911,12.313,0,100,2000,30,0,88.609,89.257,-3045,4355,0,194,-65,4,113.5,95,127,132.5,468,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.3,0.09,0.03,0.01,0.01,0,0,0.03,0.07,0.03,12.2,0.19,6.22,6.18,6.18,6.15,6.19,7,4.96,-1,1
159.3836446,128,0,232,417,313,430,377,-199,-199,597,889,377,878,-310,-310,-310,-310,100,90,90,5,9947,9910,9912,12.303,0,100,2000,30,0,88.524,89.427,-2831,4677,0,194,169,4,121,128,100.5,121,470.5,1023,2047,2047,2047,0.03,0.03,0.04,0.05,0.05,0.07,0.15,0.09,0.03,0.01,0.01,0,0,0.03,0.07,0.06,12.21,0.19,6.22,6.18,6.18,6.16,6.19,7,4.94,-1,1
159.3874236,128,0,218,414,306,429,376,-199,-199,595,889,376,878,-310,-310,-310,-310,100,90,90,3,9948,9912,9912,12.316,0,100,2000,30,0,88.62,89.153,-2981,4103,0,193,-274,4,108.5,136.5,119.5,114.5,479,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.06,0.19,0.09,0.03,0.01,0.01,0,0,0.03,0.07,0.05,12.21,0.18,6.22,6.18,6.18,6.16,6.19,7,4.96,-1,1
159.3994325,128,0,221,414,306,429,376,-199,-199,596,890,377,877,-310,-310,-310,-310,100,90,90,5,9946,9914,9911,12.323,0,100,2000,30,0,88.62,89.238,-2939,4250,0,192,84,4,147,142.5,95.5,103,488,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.06,0.22,0.09,0.03,0.01,0.01,0,0,0.03,0.06,0.05,12.21,0.18,6.22,6.18,6.18,6.16,6.2,7,4.95,-1,1
159.4155119,128,0,221,414,306,427,375,-199,-199,596,889,378,877,-310,-310,-310,-310,100,90,90,5,9946,9911,9914,12.343,0,100,2000,30,0,88.641,89.283,-2941,4320,0,191,45,4,88,106,126,130,450,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.22,0.09,0.03,0.01,0.01,0,0,0.03,0.06,0.05,12.21,0.18,6.22,6.18,6.18,6.16,6.2,7,5,-1,1
159.4201702,128,0,220,411,307,427,374,-199,-199,596,890,374,878,-310,-310,-310,-310,100,90,90,4,9948,9911,9912,12.356,0,100,2000,30,0,88.726,89.368,-3072,4470,0,191,84,4,112.5,79,148.5,153.5,493.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.16,0.09,0.03,0.02,0.01,0,0,0.03,0.06,0.05,12.2,0.19,6.22,6.18,6.18,6.16,6.2,7,5.01,-1,1
159.4317931,128,39,219,410,307,425,373,-199,-199,596,889,372,878,-310,-310,-310,-310,100,90,90,4,9946,9912,9912,12.382,0,100,2000,30,0,89.085,89.413,-3764,4543,0,190,45,4,84,69.5,131,160.5,445,1023,2047,2047,2047,0.02,0.02,0.04,0.05,0.06,0.06,0.15,0.09,0.03,0.02,0.01,0.01,0,0.03,0.07,0.06,12.2,0.19,6.22,6.18,6.18,6.16,6.2,7,5,-1,1
159.4476698,128,0,223,411,305,424,372,-199,-199,597,889,372,877,-310,-310,-310,-310,100,90,90,3,9947,9913,9912,12.435,0,100,2000,30,0,89.623,89.862,-4829,5435,0,190,448,4,137.5,119.5,127.5,121.5,506,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.05,0.07,0.17,0.09,0.03,0.02,0.01,0,0,0.03,0.07,0.06,12.2,0.18,6.22,6.18,6.18,6.16,6.2,7,5.05,-1,1
159.4512094,128,0,216,409,303,424,371,-199,-199,597,890,373,878,-310,-310,-310,-310,100,90,90,5,9946,9912,9910,12.494,0,100,2000,30,0,90.17,90.204,-5927,6127,0,190,342,4,116,130,118,121,485,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.16,0.09,0.03,0.03,0.01,0,0,0.03,0.07,0.05,12.2,0.18,6.22,6.17,6.18,6.15,6.19,7,5.07,-1,1
159.4643486,128,0,210,409,299,421,370,-199,-199,597,889,370,877,-310,-310,-310,-310,100,90,90,2,9949,9912,9913,12.52,0,100,2000,30,0,90.442,90.501,-6485,6736,0,191,297,4,126.5,112,107.5,102.5,448.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.06,0.14,0.09,0.03,0.03,0.01,0,0,0.03,0.07,0.06,12.19,0.18,6.22,6.17,6.18,6.15,6.19,6.99,5.04,-1,1
159.4793877,128,5,206,408,298,421,369,-199,-199,597,889,369,877,-310,-310,-310,-310,100,90,90,4,9946,9912,9910,12.53,0,100,2000,30,0,90.695,90.754,-7011,7264,0,191,252,4,130.5,103.5,145,121,500,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.11,0.09,0.03,0.02,0.01,0,0,0.03,0.07,0.07,12.2,0.18,6.21,6.17,6.18,6.15,6.19,6.99,5.05,-1,1
159.4827947,128,30,214,405,303,421,368,-199,-199,597,890,369,878,-310,-310,-310,-310,100,90,90,5,9947,9910,9912,12.54,0,100,2000,30,0,90.788,90.818,-7222,7416,0,192,63,4,109,133,79.5,122.5,444,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.2,0.09,0.03,0.02,0.01,0.01,0,0.03,0.07,0.05,12.15,0.19,6.21,6.17,6.17,6.15,6.18,6.99,5.02,-1,1
159.4965052,128,52,218,403,307,420,367,-199,-199,597,889,370,877,-310,-310,-310,-310,100,90,90,5,9948,9913,9912,12.536,0.05,100,2000,30,0,90.873,90.734,-7417,7270,0,193,-84,4,131.5,95.5,143.5,117,487.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.13,0.09,0.03,0.01,0.01,0.01,0.01,0.03,0.06,0.07,12.11,0.19,6.21,6.16,6.17,6.18,6.16,6.96,5.02,-1,1
159.511366,128,0,199,403,297,418,366,-198,-199,597,891,369,877,-310,-310,-310,-310,100,90,90,4,9946,9912,9914,12.536,0.56,100,2000,30,0,90.798,90.798,-7291,7422,0,194,63,4,100,65,158,129,452,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.15,0.09,0.03,0.01,0.01,0,0,0.03,0.06,0.06,12.12,0.19,6.18,6.14,6.14,6.12,6.16,6.96,4.97,-1,1
159.5190869,128,0,204,403,295,418,365,-199,-199,597,890,366,877,-310,-310,-310,-310,100,90,90,4,9947,9911,9910,12.513,5.05,100,2000,30,0,90.714,90.882,-7145,7617,0,195,84,4,86,95,106,108.5,395.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.05,0.07,0.19,0.09,0.03,0,0.01,0,0,0.03,0.06,0.05,12.14,0.18,6.18,6.15,6.13,6.1,6.14,6.94,5,-1,1
159.5275119,128,0,202,403,296,417,364,-199,-199,597,891,364,878,-310,-310,-310,-310,100,90,90,4,9946,9913,9913,12.487,7.33,100,2000,30,0,90.546,90.882,-6824,7643,0,195,0,4,94.5,85.5,118,123,421,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.06,0.18,0.09,0.03,0,0.01,0,0,0.03,0.06,0.05,12.15,0.18,6.16,6.12,6.13,6.11,6.15,6.95,4.98,-1,1
159.5432623,128,0,203,400,290,416,363,-199,-199,597,890,364,878,-310,-310,-310,-310,100,90,90,4,9947,9912,9912,12.494,8.06,100,2000,30,0,90.798,90.882,-7353,7670,0,196,0,4,87.5,66.5,109.5,123.5,387,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.19,0.09,0.03,0,0.01,0.01,0,0.03,0.06,0.05,12.17,0.18,6.17,6.13,6.14,6.12,6.15,6.96,4.99,-1,1
159.5496162,128,63,206,401,295,414,361,-199,-199,597,890,366,877,-310,-310,-310,-310,100,90,90,4,9949,9911,9912,12.497,6.89,100,2000,30,0,90.714,90.629,-7206,7184,0,197,-252,4,118,121.5,81,98.5,419,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.13,0.09,0.03,0,0.01,0,0,0.03,0.07,0.06,12.2,0.17,6.17,6.14,6.14,6.12,6.16,6.97,5.03,-1,1
159.5597086,128,12,204,399,293,414,364,-199,-199,597,891,363,878,-310,-310,-310,-310,100,90,90,4,9946,9913,9912,12.497,5.22,100,2000,30,0,90.788,90.565,-7379,7072,0,198,-64,4,88.5,88,102.5,126.5,405.5,1023,2047,2047,2047,0.02,0.03,0.03,0.05,0.06,0.07,0.14,0.09,0.03,0,0.01,0,0,0.03,0.07,0.06,12.2,0.17,6.19,6.15,6.15,6.13,6.17,6.98,5.06,-1,1
159.5765218,128,124,203,398,295,413,360,-199,-199,597,889,359,878,-310,-310,-310,-310,100,90,90,2,9946,9910,9911,12.487,3.76,100,2000,30,0,90.769,90.69,-7364,7342,0,198,124,4,101.5,120.5,107.5,125.5,455,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.23,0.09,0.03,0,0.01,0,0,0.03,0.07,0.05,12.2,0.18,6.2,6.16,6.16,6.14,6.18,6.99,5.07,-1,1
159.5804851,128,0,204,398,296,412,360,-198,-199,597,891,360,878,-310,-310,-310,-310,100,90,90,5,9947,9913,9912,12.431,1.8,100,2000,30,0,90.76,90.71,-7368,7404,0,199,20,4,99,78.5,139.5,141.5,458.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.13,0.09,0.03,0,0.01,0,0,0.03,0.07,0.06,12.2,0.18,6.21,6.17,6.18,6.15,6.19,6.99,5.09,-1,1
159.5913886,128,0,195,396,291,411,359,-198,-199,597,890,362,877,-310,-310,-310,-310,100,90,90,4,9946,9911,9912,12.395,0,100,2000,30,0,90.702,90.662,-7274,7329,0,200,-47,4,83.5,81.5,115.5,136,416.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.23,0.09,0.03,0,0.01,0,0,0.03,0.06,0.04,12.2,0.18,6.22,6.17,6.17,6.15,6.19,6.99,5.1,-1,1
159.6072444,128,0,201,396,291,409,357,-199,-199,597,890,360,878,-310,-310,-310,-310,100,90,90,2,9948,9911,9912,12.405,0,100,2000,30,0,89.444,89.543,-4741,5077,0,199,-1119,4,120.5,107,140.5,129,497,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.06,0.14,0.09,0.03,0,0.01,0,0,0.03,0.06,0.06,12.2,0.18,6.21,6.17,6.18,6.15,6.19,6.99,5.14,-1,1
159.6102498,128,0,196,396,290,409,357,-198,-198,598,890,355,878,-310,-310,-310,-310,100,90,90,5,9948,9914,9911,12.303,0,100,2000,30,0,88.524,88.748,-2857,3449,-1,198,-794,4,108,106,121,115.5,450.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.05,0.07,0.26,0.09,0.03,0,0.01,0,0,0.03,0.06,0.04,12.2,0.18,6.22,6.17,6.18,6.15,6.19,6.99,5.18,-1,1
159.6239061,128,0,193,390,287,407,355,-198,-199,597,890,356,878,-310,-310,-310,-310,100,90,90,4,9946,9911,9914,12.241,0,100,2000,30,0,87.971,88.401,-1690,2707,-1,196,-347,4,91.5,83,102,100,376.5,1023,2047,2047,2047,0.02,0.02,0.04,0.05,0.06,0.06,0.18,0.09,0.03,0,0.01,0,0,0.03,0.06,0.05,12.2,0.18,6.22,6.17,6.18,6.16,6.2,7,5.2,-1,1
159.6392222,128,69,195,390,286,406,353,-198,-199,596,890,355,877,-310,-310,-310,-310,100,90,90,4,9946,9912,9912,12.244,0,100,2000,30,0,87.631,88.486,-939,2831,-1,195,85,4,97.5,75.5,140.5,127,440.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.18,0.09,0.03,0,0.01,0,0,0.03,0.06,0.06,12.2,0.18,6.22,6.18,6.18,6.16,6.2,7,5.16,-1,1
159.6423142,128,0,188,390,287,405,352,-199,-199,596,889,355,877,-310,-310,-310,-310,100,90,90,5,9947,9912,9912,12.244,0,100,2000,30,0,87.886,88.571,-1386,2958,-1,193,84,4,103,74.5,149,116.5,443,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.2,0.09,0.03,0,0.01,0,0,0.03,0.07,0.05,12.21,0.18,6.22,6.18,6.18,6.16,6.2,7,5.14,-1,1
159.6552563,128,0,184,387,281,403,350,-199,-199,597,890,351,877,-310,-310,-310,-310,100,90,90,3,9948,9911,9911,12.248,0,100,2000,30,0,87.886,88.486,-1322,2743,-1,192,-84,4,82,64,108,102,356,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.21,0.09,0.03,0,0.01,0,0,0.03,0.07,0.05,12.21,0.18,6.22,6.18,6.18,6.16,6.2,7,5.06,-1,1
159.6714974,128,0,184,386,279,402,349,-199,-199,596,890,350,877,-310,-310,-310,-310,100,90,90,5,9946,9913,9911,12.251,0,100,2000,30,0,87.812,88.297,-1109,2314,-1,190,-189,4,80.5,88,81.5,87,337,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.06,0.26,0.09,0.03,0,0.01,0,0,0.03,0.06,0.04,12.21,0.18,6.22,6.18,6.18,6.16,6.2,7,5.02,-1,1
159.6765427,128,0,183,385,281,398,348,-199,-199,596,888,350,877,-310,-310,-310,-310,100,90,90,4,9948,9911,9913,12.251,0,100,2000,30,0,87.886,88.571,-1193,2819,-1,189,274,4,88,70,99,115.5,372.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.05,0.06,0.16,0.09,0.03,0,0.01,0,0,0.03,0.06,0.05,12.21,0.18,6.22,6.18,6.18,6.16,6.2,7,5,-1,1
159.6878191,128,0,181,382,276,398,347,-198,-199,595,889,350,877,-310,-310,-310,-310,100,90,90,32,9947,9912,9912,12.254,0,100,2000,30,0,87.886,88.486,-1130,2604,-1,187,-84,4,91.5,87,116,105.5,400,1023,2047,2047,2047,0.01,0.03,0.04,0.05,0.06,0.07,0.2,0.09,0.03,0.01,0.01,0,0,0.03,0.07,0.05,12.21,0.18,6.22,6.18,6.18,6.16,6.2,7,4.74,-1,1
159.7036433,128,0,179,377,279,398,346,-199,-199,596,889,348,877,-310,-310,-310,-310,100,90,90,4,9947,9911,9917,12.251,0,100,2000,30,0,87.716,88.486,-1130,2604,-1,187,-84,4,73.5,107.5,90.5,101.5,373,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.05,0.07,0.23,0.09,0.03,0,0.01,0,0,0.03,0.06,0.04,12.21,0.18,6.22,6.18,6.18,6.16,6.2,7,4.9,-1,1
159.7092271,128,2,179,378,278,394,344,-199,-199,596,890,346,878,-310,-310,-310,-310,100,90,90,5,10367,9913,9909,12.408,0,100,2000,30,0,89.096,89.055,-722,2558,-1,186,0,4,102,106,85.5,94.5,388,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.17,0.09,0.03,0.01,0.01,0,0,0.03,0.07,0.06,12.21,0.19,6.22,6.18,6.18,6.16,6.2,7,4.91,-1,1
159.7204732,128,13,174,374,277,394,344,-199,-199,597,890,346,878,-310,-310,-310,-310,100,90,90,4,9909,9912,9909,12.507,2.36,100,2000,30,0,90.189,89.996,-3453,3669,0,185,569,4,78,77,103.5,78,336.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.25,0.09,0.03,0.02,0,0,0,0.03,0.07,0.06,12.18,0.18,6.21,6.16,6.17,6.15,6.19,6.99,4.92,-1,1
159.7352486,128,63,170,373,277,392,343,-199,-199,597,890,347,877,-310,-310,-310,-310,100,90,90,4,9912,9912,9912,12.526,2.72,100,2000,30,0,90.788,90.397,-5646,5549,0,185,940,4,67.5,73.5,120.5,129,390.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.18,0.09,0.03,0.01,0.01,0,0,0.03,0.07,0.05,12.17,0.18,6.2,6.16,6.16,6.14,6.18,6.99,4.97,-1,1
159.741184,128,0,168,370,273,389,342,-198,-199,597,890,343,878,-310,-310,-310,-310,100,90,90,5,9912,9912,9913,12.526,2.99,100,2000,30,0,90.714,90.377,-6868,6363,0,185,401,4,107.5,80,79.5,106.5,373.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.2,0.09,0.03,0.01,0.01,0,0,0.03,0.06,0.05,12.17,0.18,6.2,6.15,6.16,6.12,6.16,6.96,4.91,-1,1
159.7515473,128,0,166,369,271,388,341,-199,-199,597,891,340,878,-310,-310,-310,-310,100,90,90,5,9911,9912,9911,12.526,3.02,100,2000,30,0,90.798,90.377,-6740,6335,0,186,-20,4,78,82,120,128,408,1023,2047,2047,2047,0.02,0.03,0.03,0.05,0.06,0.07,0.18,0.09,0.03,0.01,0.01,0,0,0.03,0.07,0.06,12.17,0.18,6.2,6.15,6.16,6.12,6.15,6.96,4.95,-1,1
159.7673724,128,0,165,364,272,386,339,-199,-199,596,890,340,878,-310,-310,-310,-310,100,90,90,2,9912,9911,9912,12.523,3.16,100,2000,30,0,90.873,90.397,-6932,6346,0,186,0,4,81.5,104,65.5,83,334,1023,2047,2047,2047,0.03,0.03,0.04,0.05,0.06,0.07,0.19,0.09,0.03,0.01,0.01,0,0,0.03,0.06,0.05,12.17,0.18,6.19,6.15,6.16,6.11,6.15,6.95,4.97,-1,1
159.7700433,128,0,163,364,271,383,339,-199,-199,597,889,342,878,-310,-310,-310,-310,100,90,90,5,9911,9912,9911,12.523,3.02,100,2000,30,0,90.788,90.481,-7108,6398,0,186,20,4,87,83,95,109.5,374.5,1023,2047,2047,2047,0.03,0.03,0.04,0.05,0.05,0.07,0.16,0.09,0.03,0.01,0.01,0,0,0.03,0.07,0.05,12.16,0.18,6.2,6.15,6.17,6.11,6.15,6.96,4.96,-1,1
159.7832388,128,0,161,360,266,381,336,-199,-199,597,889,339,878,-310,-310,-310,-310,100,90,90,4,9915,9912,9914,12.523,3.2,100,2000,30,0,91.041,90.565,-6963,6581,0,187,84,4,82.5,82,98,83.5,346,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.13,0.09,0.03,0.01,0.01,0,0,0.03,0.06,0.06,12.17,0.18,6.19,6.16,6.14,6.11,6.15,6.95,4.96,-1,1
