Time (s),valve_states (),pressure[0] (psi),pressure[1] (psi),pressure[2] (psi),pressure[3] (psi),pressure[4] (psi),pressure[5] (psi),pressure[6] (psi),pressure[7] (psi),pressure[8] (psi),pressure[9] (psi),pressure[10] (psi),pressure[11] (psi),pressure[12] (psi),pressure[13] (psi),pressure[14] (psi),pressure[15] (psi),samplerate (Hz),motor_setpoint[0] (degrees),motor_setpoint[1] (degrees),main_cycle_time (microseconds),motor_cycle_time (microseconds),adc_cycle_time (microseconds),telemetry_cycle_time (microseconds),ebatt (Volts),ibus (Amps),telemetry_rate (Hz),motor_control_gain[0] (),motor_control_gain[1] (),motor_control_gain[2] (),motor_position[0] (),motor_position[1] (),motor_pwm[0] (),motor_pwm[1] (),count1 (),count2 (),count3 (),STATE (),load[0] (lbs),load[1] (lbs),load[2] (lbs),load[3] (lbs),thrust_load (lbs),thermocouple[0] (degC),thermocouple[1] (degC),thermocouple[2] (degC),thermocouple[3] (degC),ivlv[0] (Amps),ivlv[1] (Amps),ivlv[2] (Amps),ivlv[3] (Amps),ivlv[4] (Amps),ivlv[5] (Amps),ivlv[6] (Amps),ivlv[7] (Amps),ivlv[15] (Amps),evlv[0] (Volts),evlv[1] (Volts),evlv[2] (Volts),evlv[3] (Volts),evlv[4] (Volts),evlv[5] (Volts),evlv[6] (Volts),evlv[7] (Volts),evlv[8] (Volts),evlv[9] (Volts),evlv[10] (Volts),evlv[11] (Volts),evlv[12] (Volts),evlv[13] (Volts),evlv[14] (Volts),evlv[15] (Volts),LOG_TO_AUTO (),auto_states ()
156.856954,128,0,365,561,475,574,616,-198,-199,594,889,618,877,-310,-310,-310,-310,100,90,90,3,9947,9912,9911,12.349,1.25,100,2000,30,0,94.916,97.56,2794,6436,7,-300,761,4,252,182,182.5,248.5,865,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.05,0.07,0.38,0.09,0.03,0,0.01,0,0,0.03,0.06,0.03,12.2,0.18,6.21,6.17,6.17,6.15,6.2,7,6.17,-1,1
156.8724301,128,219,364,559,467,573,614,-199,-199,595,889,615,878,-310,-310,-310,-310,100,90,90,5,9946,9913,9912,12.293,0.27,100,2000,30,0,95.056,97.909,2646,6324,7,-293,-169,4,236.5,219.5,123,261.5,840.5,1023,2047,2047,2047,0.01,0.03,0.04,0.05,0.05,0.06,0.13,0.09,0.03,0,0.01,0,0,0.03,0.06,0.06,12.2,0.18,6.22,6.17,6.18,6.15,6.19,7,6.17,-1,1
156.8824401,128,614,368,563,471,574,612,-199,-199,598,888,616,878,-310,-310,-310,-310,100,90,90,4,9947,9912,9912,12.277,0,100,2000,30,0,94.701,97.702,2216,7260,7,-285,349,4,220.5,210,108,245,783.5,1023,2047,2047,2047,0.01,0.03,0.04,0.05,0.06,0.07,0.1,0.09,0.03,0,0.01,0,0,0.03,0.07,0.07,12.2,0.18,6.22,6.17,6.18,6.15,6.2,7,6.18,-1,1
156.8902042,128,0,364,565,471,574,610,-199,-199,600,889,614,877,-310,-310,-310,-310,100,90,90,5,9949,9910,9913,12.284,0,100,2000,30,0,94.022,97.023,2784,7077,7,-277,-206,4,273.5,162,163,263,861.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.1,0.09,0.03,0,0.01,0,0,0.03,0.07,0.07,12.2,0.18,6.22,6.18,6.18,6.15,6.19,7,6.17,-1,1
156.9041476,128,0,366,563,467,575,607,-199,-199,599,889,612,877,-310,-310,-310,-310,100,90,90,4,9945,9913,9911,12.346,0,100,2000,30,0,94.316,97.16,4021,5930,7,-270,-679,4,177,140.5,182.5,264,764,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.19,0.09,0.03,0,0.01,0,0,0.03,0.07,0.05,12.2,0.19,6.22,6.17,6.18,6.15,6.19,6.99,6.18,-1,1
156.9113024,128,253,365,565,468,575,606,-199,-199,598,889,609,878,-310,-310,-310,-310,100,90,90,3,9948,9912,9912,12.346,0,100,2000,30,0,94.393,97.184,3304,6418,7,-263,136,4,212.5,149,145,273,779.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.13,0.09,0.03,0,0.01,0.01,0,0.03,0.06,0.07,12.2,0.18,6.22,6.17,6.18,6.15,6.19,7,6.18,-1,1
156.9198012,128,509,363,562,467,574,603,-199,-199,597,888,605,877,-310,-310,-310,-310,100,90,90,3,9946,9912,9912,12.346,0,100,2000,30,0,94.477,97.268,3019,6681,7,-256,23,4,264.5,151.5,193.5,273,882.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.06,0.19,0.09,0.03,0,0.01,0,0,0.03,0.06,0.05,12.2,0.18,6.22,6.17,6.18,6.16,6.19,7,6.17,-1,1
156.9363883,128,216,365,564,464,576,603,-199,-199,597,889,603,877,-310,-310,-310,-310,100,90,90,5,9948,9912,9911,12.356,0,100,2000,30,0,94.316,97.16,2715,7068,7,-248,84,4,212.5,137,165.5,276.5,791.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.05,0.07,0.07,0.08,0.03,0,0.01,0,0,0.03,0.07,0.09,12.2,0.18,6.22,6.17,6.18,6.15,6.19,7,6.18,-1,1
156.9399731,128,0,364,562,461,574,597,-199,-199,595,886,599,875,-310,-310,-310,-310,100,90,90,4,9946,9911,9914,12.369,0,100,2000,30,0,94.493,97.221,2909,7067,7,-241,-108,4,249,135,169.5,256,809.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.4,0.09,0.03,0,0.01,0,0,0.03,0.07,0.02,12.2,0.18,6.22,6.17,6.18,6.16,6.19,7,6.17,-1,1
156.9524685,128,0,366,563,459,577,598,-199,-199,598,889,600,877,-310,-310,-310,-310,100,90,90,4,9946,9912,9912,12.356,0,100,2000,30,0,94.485,97.16,2420,7406,7,-234,61,4,249.5,151.5,129.5,242,772.5,1023,2047,2047,2047,0.03,0.03,0.04,0.05,0.06,0.07,0.13,0.09,0.03,0,0.01,0,0,0.03,0.07,0.06,12.2,0.18,6.22,6.17,6.18,6.16,6.19,7,6.17,-1,1
156.968384,128,3,364,564,460,578,596,-199,-199,597,889,596,878,-310,-310,-310,-310,100,90,90,4,9949,9913,9912,12.369,0,100,2000,30,0,94.493,97.221,2300,7498,7,-227,-61,4,244,176,147,261,828,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.05,0.07,0.13,0.09,0.03,0,0.01,0,0,0.03,0.07,0.06,12.2,0.18,6.22,6.17,6.17,6.15,6.19,7,6.17,-1,1
156.9717431,128,0,365,565,461,577,595,-199,-199,596,889,594,877,-310,-310,-310,-310,100,90,90,4,9946,9911,9912,12.376,0,100,2000,30,0,94.577,97.221,2150,7837,7,-220,61,4,285,173.5,155,244,857.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.15,0.09,0.03,0.01,0.01,0,0,0.03,0.07,0.06,12.2,0.18,6.22,6.17,6.18,6.16,6.19,7,6.17,-1,1
156.9848567,128,228,363,566,458,578,592,-199,-199,597,889,595,877,-310,-310,-310,-310,100,90,90,5,9946,9912,9912,12.408,0,100,2000,30,0,95.016,97.428,1844,8054,7,-212,0,4,224,146.5,148,241,759.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.17,0.09,0.03,0.01,0.01,0,0,0.03,0.07,0.06,12.2,0.18,6.21,6.17,6.18,6.15,6.19,6.99,6.17,-1,1
157.0006682,128,395,364,566,461,579,591,-199,-199,597,890,591,877,-310,-310,-310,-310,100,90,90,2,9947,9912,9912,12.362,0,100,2000,30,0,94.901,97.353,817,8690,7,-205,206,4,271,186.5,156,229,842.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.3,0.09,0.03,0.02,0.01,0,0,0.03,0.07,0.03,12.2,0.18,6.22,6.17,6.18,6.15,6.19,6.99,6.17,-1,1
157.0070805,128,162,364,565,457,581,589,-199,-199,599,889,592,878,-310,-310,-310,-310,100,90,90,5,9949,9912,9910,12.369,0,100,2000,30,0,94.493,97.052,899,8761,7,-198,-74,4,257.5,156.5,159,220,793,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.22,0.09,0.03,0.02,0.01,0,0,0.03,0.06,0.05,12.2,0.18,6.22,6.17,6.18,6.15,6.19,6.99,6.17,-1,1
157.0165589,128,239,365,565,453,580,587,-199,-199,601,889,592,877,-310,-310,-310,-310,100,90,90,5,9946,9912,9913,12.438,0,100,2000,30,0,95.284,97.55,1581,8370,7,-191,-301,4,286.5,166,191.5,254,898,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.23,0.09,0.03,0.03,0.01,0.01,0,0.03,0.06,0.04,12.2,0.18,6.22,6.17,6.18,6.15,6.19,6.99,6.18,-1,1
157.033213,128,237,366,566,456,579,585,-199,-199,599,889,591,877,-310,-310,-310,-310,100,90,90,3,9948,9912,9912,12.376,0,100,2000,30,0,94.831,97.221,-159,9592,7,-183,497,4,258,150.5,133.5,212,754,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.19,0.09,0.03,0.03,0.01,0,0,0.03,0.07,0.05,12.19,0.19,6.21,6.17,6.18,6.15,6.19,6.99,6.17,-1,1
157.0383002,128,531,365,567,457,580,583,-199,-199,597,889,589,878,-310,-310,-310,-310,100,90,90,4,9947,9912,9910,12.395,0,100,2000,30,0,94.923,97.113,600,9152,7,-176,-328,4,260.5,154.5,157,304.5,876.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.03,0.02,0.01,0,0,0.03,0.07,0.08,12.19,0.18,6.22,6.17,6.18,6.15,6.19,6.99,6.17,-1,1
157.0486178,128,0,366,566,454,581,582,-199,-199,595,888,587,877,-310,-310,-310,-310,100,90,90,4,9947,9912,9912,12.379,0,100,2000,30,0,95.001,96.967,268,9149,7,-169,-108,4,253.5,183.5,110,300,847,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.07,0.09,0.03,0.04,0.01,0,0,0.03,0.07,0.09,12.19,0.18,6.21,6.17,6.18,6.15,6.19,6.99,6.17,-1,1
157.0646345,128,51,368,568,453,581,582,-198,-199,595,889,584,877,-310,-310,-310,-310,100,90,90,4,9946,9911,9912,12.376,0,100,2000,30,0,94.577,96.883,-36,9066,6,-162,-145,4,214.5,160.5,165,284.5,824.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.09,0.09,0.03,0.03,0.01,0.01,0,0.03,0.07,0.08,12.19,0.18,6.21,6.17,6.17,6.15,6.19,6.99,6.17,-1,1
157.0707814,128,281,365,568,452,583,580,-199,-199,597,890,580,878,-310,-310,-310,-310,100,90,90,4,9947,9912,9912,12.458,0,100,2000,30,0,95.291,96.935,673,9104,6,-155,-84,4,248,182,140.5,277.5,848,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.05,0.07,0.26,0.09,0.03,0.03,0.01,0,0,0.03,0.06,0.02,12.14,0.18,6.21,6.17,6.17,6.15,6.19,6.99,6.16,-1,1
157.0806127,128,0,366,568,452,583,577,-199,-199,599,889,578,878,-310,-310,-310,-310,100,90,90,5,9947,9910,9913,12.5,0,100,2000,30,0,95.566,97.118,-913,9416,6,-148,52,4,215,144.5,146,241.5,747,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.41,0.09,0.03,0.04,0.01,0,0,0.03,0.07,0.02,12.15,0.18,6.2,6.16,6.17,6.14,6.18,6.99,6.17,-1,1
157.0954355,128,133,364,567,449,582,576,-199,-199,600,889,577,878,-310,-310,-310,-310,100,90,90,4,9949,9913,9912,12.428,0.62,100,2000,30,0,96.493,97.708,-1629,9996,7,-141,183,4,255.5,151.5,166,265.5,838.5,1023,2047,2047,2047,0.02,0.02,0.04,0.05,0.06,0.07,0.16,0.09,0.03,0.02,0.01,0,0,0.03,0.06,0.06,12.15,0.19,6.21,6.14,6.14,6.12,6.16,6.96,6.14,-1,1
157.0998899,128,265,368,570,453,585,575,-199,-199,600,890,574,877,-310,-310,-310,-310,100,90,90,5,9947,9913,9911,12.346,5.71,100,2000,30,0,96.531,98.213,-3679,11408,7,-133,590,4,229.5,153,134,286,802.5,1023,2047,2047,2047,0.02,0.02,0.04,0.05,0.06,0.07,0.15,0.09,0.03,0.01,0.01,0,0,0.03,0.07,0.06,12.16,0.18,6.18,6.14,6.14,6.12,6.16,6.96,6.14,-1,1
157.1121097,128,0,366,567,453,583,573,-198,-199,599,889,572,878,-310,-310,-310,-310,100,90,90,3,9945,9911,9912,12.353,5.12,100,2000,30,0,95.339,96.544,-3950,12664,8,-125,504,4,284,172,129,244,829,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.21,0.09,0.03,0,0.01,0,0,0.03,0.07,0.05,12.16,0.18,6.18,6.14,6.15,6.13,6.16,6.96,6.14,-1,1
157.128637,128,386,366,570,449,584,571,-199,-199,597,889,572,878,-310,-310,-310,-310,100,90,90,4,9947,9912,9910,12.356,4.08,100,2000,30,0,95.17,96.205,-1727,9522,6,-118,-1669,4,234.5,154.5,180,290,859,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.25,0.09,0.03,0,0.01,0,0,0.03,0.07,0.05,12.17,0.18,6.19,6.15,6.15,6.13,6.17,6.97,6.15,-1,1
157.1331494,128,285,371,572,451,585,571,-199,-199,597,889,572,878,-310,-310,-310,-310,100,90,90,5,9947,9913,9912,12.359,3.76,100,2000,30,0,95.093,96.098,-1543,9031,6,-112,-338,4,261.5,138.5,121,266.5,787.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.21,0.09,0.03,0,0.01,0,0,0.03,0.07,0.05,12.18,0.18,6.19,6.15,6.16,6.14,6.18,6.98,6.15,-1,1
157.1445316,128,0,366,571,448,586,568,-199,-199,599,889,571,877,-310,-310,-310,-310,100,90,90,4,9949,9911,9912,12.359,3.45,100,2000,30,0,95.17,95.951,-1542,8999,6,-106,-107,4,286,164,143,239.5,832.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.21,0.09,0.03,0,0.01,0,0,0.03,0.07,0.05,12.19,0.18,6.2,6.15,6.16,6.14,6.18,6.98,6.16,-1,1
157.1604437,128,307,366,570,449,586,567,-199,-199,600,890,567,877,-310,-310,-310,-310,100,90,90,4,9946,9913,9912,12.362,3.26,100,2000,30,0,95.093,95.759,-1851,8884,5,-100,-146,4,303.5,179.5,176.5,303.5,963,1023,2047,2047,2047,0.02,0.02,0.04,0.05,0.05,0.07,0.16,0.09,0.03,0,0.01,0,0,0.03,0.06,0.06,12.19,0.18,6.2,6.16,6.16,6.14,6.18,6.98,6.16,-1,1
157.1643776,128,168,367,572,447,586,565,-199,-199,599,889,571,877,-310,-310,-310,-310,100,90,90,4,9947,9910,9913,12.362,2.62,100,2000,30,0,95.085,95.528,-1849,8673,5,-94,-192,4,199,144,162.5,271.5,777,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.2,0.09,0.03,0,0.01,0,0,0.03,0.07,0.05,12.2,0.18,6.2,6.16,6.16,6.14,6.18,6.98,6.16,-1,1
157.1765871,128,0,367,570,442,586,564,-199,-199,597,889,569,877,-310,-310,-310,-310,100,90,90,5,9946,9912,9912,12.356,1.75,100,2000,30,0,95.085,95.359,-1987,8377,5,-89,-231,4,242,122.5,157,298,819.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.11,0.09,0.03,0,0.01,0,0,0.03,0.07,0.07,12.2,0.18,6.21,6.17,6.17,6.15,6.19,6.99,6.17,-1,1
157.1925952,128,0,366,570,449,587,563,-199,-199,598,889,567,877,-310,-310,-310,-310,100,90,90,5,9948,9914,9911,12.346,1.19,100,2000,30,0,95.001,95.189,-2140,8199,5,-83,-169,4,263.5,158.5,160,301,883,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.17,0.09,0.03,0,0.01,0,0,0.03,0.07,0.05,12.2,0.18,6.21,6.17,6.17,6.15,6.19,6.99,6.17,-1,1
157.202071,128,134,363,572,442,587,561,-199,-199,596,889,564,878,-310,-310,-310,-310,100,90,90,5,9947,9911,9911,12.29,0.22,100,2000,30,0,95.063,95.172,-2121,8016,5,-78,-169,4,256,154.5,127,241,778.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.22,0.09,0.03,0,0.01,0,0,0.03,0.07,0.05,12.2,0.18,6.22,6.17,6.18,6.15,6.19,7,6.17,-1,1
157.2111689,128,97,366,571,440,588,560,-199,-199,596,890,562,877,-310,-310,-310,-310,100,90,90,5,9947,9912,9913,12.303,0,100,2000,30,0,94.709,95.048,-2397,8137,5,-73,-17,4,256,120.5,185,278,839.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.18,0.09,0.03,0,0.01,0,0,0.03,0.07,0.05,12.2,0.18,6.22,6.17,6.18,6.15,6.19,7,6.17,-1,1
157.2247957,128,0,366,570,445,588,558,-199,-199,597,889,558,877,-310,-310,-310,-310,100,90,90,4,9948,9911,9912,12.303,0,100,2000,30,0,94.207,94.347,-1830,8039,5,-68,-124,4,213,139,104.5,273.5,730,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.06,0.17,0.09,0.03,0,0.01,0,0,0.03,0.07,0.05,12.2,0.18,6.22,6.17,6.18,6.15,6.19,7,6.17,-1,1
157.2303629,128,108,366,572,441,589,557,-199,-199,598,889,556,878,-310,-310,-310,-310,100,90,90,4,9946,9911,9912,12.29,0,100,2000,30,0,94.03,94.284,-953,6767,4,-64,-701,4,292,145,193.5,313,943.5,1023,2047,2047,2047,0.02,0.03,0.03,0.05,0.06,0.07,0.17,0.09,0.03,0,0.01,0.01,0,0.03,0.07,0.05,12.2,0.18,6.22,6.18,6.18,6.15,6.19,7,6.17,-1,1
157.240349,128,0,365,571,440,590,555,-199,-199,597,889,554,877,-310,-310,-310,-310,100,90,90,4,9946,9912,9911,12.297,0,100,2000,30,0,94.115,94.708,-719,6770,4,-59,-62,4,270.5,146,150.5,265.5,832.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.21,0.09,0.03,0,0.01,0,0,0.03,0.07,0.05,12.2,0.19,6.22,6.18,6.18,6.15,6.2,7,6.18,-1,1
157.2562308,128,0,362,571,439,589,554,-199,-199,597,890,553,878,-310,-310,-310,-310,100,90,90,5,9948,9912,9911,12.316,0,100,2000,30,0,94.292,94.347,-1012,7760,4,-55,424,4,233,106,110.5,242.5,692,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.21,0.09,0.03,0,0.01,0,0,0.03,0.07,0.04,12.2,0.18,6.22,6.17,6.18,6.15,6.19,7,6.18,-1,1
157.2599962,128,116,369,574,441,589,553,-199,-199,597,890,552,877,-310,-310,-310,-310,100,90,90,4,9945,9913,9911,12.323,0,100,2000,30,0,94.215,94.24,-1496,7167,4,-50,-361,4,310,142.5,157,239.5,849,1023,2047,2047,2047,0.02,0.02,0.04,0.05,0.06,0.07,0.15,0.09,0.03,0,0.01,0,0,0.03,0.07,0.06,12.2,0.18,6.22,6.17,6.18,6.15,6.19,7,6.17,-1,1
157.2727407,128,128,365,572,440,589,551,-199,-199,596,889,554,877,-310,-310,-310,-310,100,90,90,5,9948,9913,9912,12.343,0,100,2000,30,0,94.47,94.494,-1469,7081,4,-46,-106,4,267.5,146,184.5,300,898,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.06,0.15,0.09,0.03,0,0.01,0,0,0.03,0.07,0.06,12.2,0.18,6.22,6.18,6.18,6.15,6.2,7,6.18,-1,1
157.2874347,128,0,364,574,436,590,549,-199,-199,597,889,551,877,-310,-310,-310,-310,100,90,90,5,9947,9910,9912,12.398,0,100,2000,30,0,95.008,94.659,-2111,7724,4,-42,254,4,301,135,159,291.5,886.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.2,0.09,0.03,0,0.01,0,0,0.03,0.07,0.05,12.2,0.18,6.22,6.17,6.18,6.15,6.19,7,6.17,-1,1
157.2907546,128,71,368,574,437,592,548,-199,-199,599,890,551,877,-310,-310,-310,-310,100,90,90,5,9946,9912,9912,12.474,0,100,2000,30,0,95.812,94.948,-3339,8195,4,-37,165,4,239.5,111.5,174.5,278,803.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.18,0.09,0.03,0.01,0.01,0,0,0.03,0.07,0.05,12.2,0.18,6.22,6.17,6.18,6.15,6.19,6.99,6.17,-1,1
157.3042675,128,0,365,574,436,592,546,-199,-199,599,889,552,878,-310,-310,-310,-310,100,90,90,5,9947,9914,9912,12.51,0,100,2000,30,0,95.995,95.156,-5121,8921,4,-32,288,4,240.5,173.5,146.5,283,843.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.18,0.09,0.03,0.01,0.01,0.01,0,0.03,0.07,0.05,12.18,0.19,6.21,6.17,6.18,6.15,6.19,6.99,6.19,-1,1
157.3202999,128,0,368,576,436,592,546,-199,-199,597,889,551,878,-310,-310,-310,-310,100,90,90,5,9948,9913,9912,12.523,0.01,100,2000,30,0,96.008,95.196,-5666,9492,5,-27,208,4,219,140.5,163,283.5,806,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.06,0.18,0.09,0.03,0.02,0.01,0,0,0.03,0.07,0.06,12.18,0.18,6.19,6.15,6.16,6.14,6.17,6.98,6.16,-1,1
157.3244476,128,0,366,576,436,592,543,-199,-199,596,889,545,877,-310,-310,-310,-310,100,90,90,5,9948,9910,9913,12.51,2.67,100,2000,30,0,96.338,95.471,-5874,9727,5,-22,39,4,254.5,170,145.5,245,815,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.17,0.09,0.03,0.02,0.01,0.01,0,0.03,0.07,0.05,12.19,0.18,6.2,6.15,6.16,6.14,6.18,6.98,6.16,-1,1
157.336518,128,0,364,576,432,592,542,-199,-199,596,889,545,878,-310,-310,-310,-310,100,90,90,3,9946,9912,9912,12.513,2.24,100,2000,30,0,96.184,95.426,-6724,10441,5,-16,275,4,263,133.5,166.5,272,835,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.19,0.09,0.03,0.03,0.01,0.01,0,0.03,0.07,0.06,12.19,0.18,6.2,6.16,6.16,6.14,6.18,6.98,6.16,-1,1
157.3519983,128,0,364,575,434,592,542,-198,-199,597,889,542,878,-310,-310,-310,-310,100,90,90,5,9947,9913,9911,12.51,1.53,100,2000,30,0,96.254,95.05,-6600,10514,5,-11,-45,4,248,134.5,115,276.5,774,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.22,0.09,0.03,0.02,0.01,0,0,0.03,0.07,0.05,12.19,0.18,6.2,6.16,6.16,6.14,6.18,6.99,6.16,-1,1
157.3590046,128,0,360,577,437,596,541,-199,-199,598,889,538,880,-310,-310,-310,-310,100,90,90,4,9947,9910,9912,12.487,0.49,100,2000,30,0,96.247,94.988,-6929,9913,5,-6,-376,4,272,152,171,237,832,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.06,0.2,0.09,0.03,0.03,0.01,0,0,0.02,0.07,0.05,12.19,0.18,6.21,6.17,6.17,6.15,6.19,6.99,6.14,-1,1
157.3698295,128,0,363,576,432,594,540,-198,-199,599,890,538,878,-310,-310,-310,-310,100,90,90,4,9947,9912,9912,12.372,0,100,2000,30,0,96.467,95.184,-7103,9939,4,-1,-61,4,274.5,150,154,277,855.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.17,0.09,0.03,0.03,0.01,0,0,0.03,0.07,0.05,12.19,0.18,6.21,6.17,6.17,6.15,6.19,6.99,6.17,-1,1
157.3846972,128,9,364,577,429,594,538,-198,-199,598,890,536,878,-310,-310,-310,-310,100,90,90,3,9946,9913,9912,12.376,0,100,2000,30,0,95.77,94.49,-7735,10487,5,3,196,4,259,128,133,255,775,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.22,0.09,0.03,0.04,0.01,0,0,0.03,0.07,0.04,12.18,0.19,6.21,6.17,6.17,6.15,6.18,6.99,6.17,-1,1
157.3923759,128,0,367,577,430,594,536,-199,-199,597,889,535,878,-310,-310,-310,-310,100,90,90,3,9949,9912,9910,12.372,0,100,2000,30,0,94.831,93.242,-6514,9234,4,8,-694,4,250,184,173,265,872,1023,2047,2047,2047,0.03,0.03,0.04,0.05,0.06,0.07,0.16,0.09,0.03,0.02,0.01,0,0,0.03,0.07,0.06,12.18,0.18,6.21,6.17,6.17,6.15,6.19,6.99,6.17,-1,1
157.4006195,128,0,362,578,432,594,536,-199,-199,596,889,536,878,-310,-310,-310,-310,100,90,90,5,9947,9913,9912,12.366,0,100,2000,30,0,94.908,92.502,-4783,6836,3,11,-1247,4,247,103.5,183,316,849.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.23,0.09,0.03,0.02,0.01,0,0,0.03,0.07,0.05,12.19,0.19,6.22,6.17,6.18,6.15,6.19,6.99,6.17,-1,1
157.4165926,128,0,363,573,433,594,533,-198,-199,595,889,538,878,-310,-310,-310,-310,100,90,90,4,9946,9911,9913,12.366,0,100,2000,30,0,94.739,92.502,-5084,5429,2,14,-740,4,263.5,131.5,136.5,280,811.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.18,0.09,0.03,0.02,0.01,0,0,0.03,0.07,0.06,12.2,0.18,6.22,6.17,6.18,6.15,6.19,6.99,6.17,-1,1
157.4199915,128,10,363,577,429,594,532,-199,-199,597,889,538,877,-310,-310,-310,-310,100,90,90,4,9946,9912,9912,12.369,0,100,2000,30,0,94.831,92.396,-4888,5504,2,16,0,4,243.5,153,141.5,277,815,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.16,0.09,0.03,0.02,0.01,0,0,0.03,0.07,0.06,12.19,0.18,6.22,6.17,6.18,6.15,6.19,6.99,6.17,-1,1
157.4326562,128,135,364,577,432,594,531,-199,-199,598,889,536,878,-310,-310,-310,-310,100,90,90,4,9949,9913,9912,12.369,0,100,2000,30,0,94.739,92.502,-5217,5364,2,19,-105,4,230,177.5,127.5,247.5,782.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.19,0.09,0.03,0.02,0.01,0,0,0.03,0.07,0.05,12.23,0.18,6.22,6.17,6.18,6.15,6.19,6.99,6.17,-1,1
157.4476557,128,75,364,578,424,594,529,-199,-199,597,889,534,878,-310,-310,-310,-310,100,90,90,4,9947,9913,9912,12.398,0,100,2000,30,0,94.754,92.29,-5175,5651,2,21,105,4,261,105.5,119.5,244.5,730.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.22,0.09,0.03,0.01,0.01,0.01,0,0.03,0.07,0.05,12.17,0.19,6.21,6.17,6.17,6.15,6.19,6.99,6.17,-1,1
157.451264,128,95,363,579,425,595,528,-199,-199,597,890,531,878,-310,-310,-310,-310,100,90,90,4,9947,9910,9913,12.438,0,100,2000,30,0,95.115,92.565,-5348,5297,2,23,-211,4,251.5,109,141.5,265,767,1023,2047,2047,2047,0.02,0.02,0.04,0.05,0.06,0.07,0.22,0.09,0.03,0,0.01,0,0,0.03,0.06,0.05,12.17,0.19,6.21,6.17,6.17,6.15,6.19,6.99,6.2,-1,1
