0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0
624,208,380,139,311,441,624,683,148,320,481,814,639,208,381,488,218,529
233,248,248,268,268,268,294,464,488,488,497,497,530,564,564,582,609,614
